Headline,,scope,category
"ব্যর্থ বিদ্রোহের পর প্রিগোশিনের প্রথম বার্তা, প্রকাশ্যে এলেন পুতিন ও শোইগু",,international,war_crime
যে 'উলঙ্গ' যোদ্ধারা ব্রিটিশদের ভারত দখলে সহায়তা করেছিলেন,,international,war_crime
ওয়াগনার বিদ্রোহের পর কি রাশিয়ায় পুতিনের শাসন নড়বড়ে হয়ে পড়েছে?,,international,war_crime
বিদ্রোহের পর প্রিগোশিন ও তার ওয়াগনার বাহিনী এখন কী করবে?,,international,war_crime
প্রিগোশিনের বিদ্রোহ কি রুশ প্রেসিডেন্ট পুতিনের বিরুদ্ধে অভ্যুত্থান?,,international,war_crime
"রাশিয়ার ভাড়াটে বাহিনী ওয়াগনারের বিদ্রোহ, রোস্তভ শহর দখলের দাবি",,international,war_crime
ইউক্রেনীয় বাহিনীর 'পাল্টা অভিযান' আসলে কতটা সফল হলো?,,international,war_crime
বিবিসি যেভাবে দেখলো যুদ্ধক্ষেত্রে ইউক্রেন-রাশিয়ার মুখোমুখি লড়াই,,international,war_crime
"রাশিয়াকে 'প্রাণঘাতী সহায়তা' দেবে না চীন, বললেন ব্লিঙ্কেন",,international,war_crime
ইউক্রেনের পাল্টা আক্রমণের পেছনে থাকা 'আয়রন জেনারেল' ভ্যালেরি জালুশনি,,international,war_crime
আফ্রিকান নেতারা কি ইউক্রেনে শান্তি এনে দিতে পারবেন?,,international,war_crime
ইউক্রেনের পাইলটদের এফ-১৬ যুদ্ধবিমান চালানোর প্রশিক্ষণ দেয়া কেন এত বড় চ্যালেঞ্জ,,international,war_crime
রুশ হামলায় আবার লণ্ডভণ্ড বন্দর শহর ওডেসা,,international,war_crime
ইউক্রেন তার পাল্টা অভিযানে কতটা সাফল্য পেতে পারে?,,international,war_crime
"ইউক্রেনের ২৬টি রণাঙ্গনে লড়াই, রুশ জেনারেলের মৃত্যুর দাবি",,international,war_crime
কীভাবে পায়ে হেঁটে রাশিয়া ছেড়ে পালালেন বৈমানিক দিমিত্রি মিশভ,,international,war_crime
রুশ বাহিনীর বিরুদ্ধে ইউক্রেনের পাল্টা অভিযানে 'মিশ্র অগ্রগতি',,international,war_crime
নোভা কাখভকা বাঁধের এলাকায় বিস্ফোরণের প্রমাণ পেয়েছেন বিজ্ঞানীরা,,international,war_crime
সুদানের রাজধানী খার্তুমের ‘রাস্তায় পড়ে থাকা লাশ কুকুরে খাচ্ছে’,,international,war_crime
